id,company_nameTh,company_nameEn,position_title,quota,salary_amount,salary_type,work_type,location,Start Date,End Date,inStudentDraftCount,tags,description_html,api_url
1108,บริษัท ฟินเทค (ประเทศไทย) จำกัด,Fintech (Thailand) Company Limited,Quant Modeler,5,0.0,ไม่มีค่าตอบแทน,Work From Home,บริษัท ฟินเทค (ประเทศไทย),2026-04-30T17:00:00.000Z,2026-07-30T17:00:00.000Z,9,"Python, statistics",<p>ทางบริษัท ฟินเทค (ประเทศไทย) จำกัด กำลังมองหานักศึกษาฝึกงานที่มีความรู้ความสามารถทางด้านคณิตศาสตร์ สถิติ และการเขียนโปรแกรม เพื่อเข้าร่วมทีมพัฒนา Quant Model ของเรา ผู้สมัครที่สนใจควรมีความเข้าใจพื้นฐานเกี่ยวกับแบบจำลองทางการเงิน และมีความสนใจในการเรียนรู้และพัฒนาทักษะการวิเคราะห์เชิงปริมาณ</p><p><strong>ความรับผิดชอบ</strong></p><ul><li>พัฒนาและปรับปรุงแบบจำลองทางการเงินโดยใช้ Python</li><li>วิเคราะห์ข้อมูลทางการเงินและสถิติ</li><li>ทดสอบและประเมินผลการทำงานของแบบจำลอง</li><li>ทำงานร่วมกับทีมงานเพื่อนำเสนอผลการวิเคราะห์</li><li>เรียนรู้และประยุกต์ใช้เทคนิคใหม่ๆ ในการพัฒนา Quant Model</li></ul><p><strong>คุณสมบัติ</strong></p><ul><li>กำลังศึกษาอยู่ในระดับปริญญาตรีหรือสูงกว่า สาขาคณิตศาสตร์ สถิติ วิทยาศาสตร์คอมพิวเตอร์ วิศวกรรมศาสตร์ หรือสาขาที่เกี่ยวข้อง</li><li>มีความรู้พื้นฐานเกี่ยวกับคณิตศาสตร์และสถิติ</li><li>มีทักษะในการเขียนโปรแกรม Python</li><li>มีความสนใจในด้านการเงินและตลาดทุน</li><li>มีความกระตือรือร้นในการเรียนรู้และพัฒนาตนเอง</li><li>สามารถทำงานเป็นทีมได้ดี</li><li>มีความรับผิดชอบและตรงต่อเวลา</li></ul><p><strong>สิ่งที่ได้รับ</strong></p><ul><li>ประสบการณ์การทำงานจริงในสภาพแวดล้อมที่เป็นมืออาชีพ</li><li>โอกาสในการเรียนรู้และพัฒนาทักษะจากทีมงานที่มีประสบการณ์</li><li>มีโอกาสในการร่วมงานกับบริษัทหลังจบการฝึกงาน</li></ul>,https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1131,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),CPF,Trainee - หน่วยงานวิศวกรรมแปรรูปเนื้อสัตว์,2,,,On-Site,ซี.พี. ทาวเวอร์ 2 (ฟอร์จูนทาวน์),,,3,"Data Analyst, Business, Business Analyst, AI, Generative AI","<ol><li>รวบรวมและจัดการข้อมูลจากโรงงาน เช่น ข้อมูลการผลิต, การขาย, การบำรุงรักษาเครื่องจักร, การใช้พลังงาน</li><li>วิเคราะห์ข้อมูลเพื่อหาความสัมพันธ์ ผลกระทบ และจุดที่สามารถ</li><li class=""ql-indent-1"">เพิ่มประสิทธิภาพการผลิต</li><li class=""ql-indent-1"">เพิ่มรายได้</li><li class=""ql-indent-1"">ลดต้นทุน หรือ</li><li class=""ql-indent-1"">ลดการสูญเสีย</li><li>พัฒนาเบื้องต้นหรือทดลองใช้ <strong>AI Copilot และอื่นๆ </strong>เพื่อช่วยวิเคราะห์แนวโน้ม</li><li>สร้างระบบ <strong>แจ้งเตือน (Alert)</strong> หรือ Insight ที่มีประโยชน์ต่อทีมปฏิบัติการ</li><li>ทำ Data Visualization และออกแบบ Dashboard ให้ผู้บริหารและทีมงานเข้าใจง่าย</li><li>ทดลองใช้เครื่องมือ AI เพื่อช่วยวิเคราะห์</li><li>ทำงานร่วมกับทีมวิศวกรรม, ทีม IT และหน่วยงานที่เกี่ยวข้อง เพื่อเชื่อมข้อมูลและทดสอบโมเดล</li><li>จัดทำรายงานสรุปผลการวิเคราะห์ และข้อเสนอแนะเชิงธุรกิจ</li></ol><p><br></p>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1133,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),CPF,Full-Stack Web Developer,2,,,,CPF Center of Engineering Excellence,,,1,"Bangkok, Backend, AI, Back-End, API",<p><strong>Department:</strong> ศูนย์ซ่อมและพัฒนาเครื่องจักรด้านวิศวกรรมอาหารสำเร็จรูป</p><p><br></p><ul><li>ร่วมพัฒนา Web Application สำหรับระบบ <strong>Auto-Labeling ภาพ</strong></li><li>ช่วยพัฒนา <strong>Back-End</strong> เพื่อเชื่อมต่อฐานข้อมูล ระบบ API และโมเดล AI</li><li>พัฒนา <strong>Front-End</strong> เพื่อรองรับการอัปโหลดภาพ การแสดงผล และการทำงานของ Auto-Label</li><li>ทดลองเชื่อมต่อและใช้งานโมเดล <strong>Object Detection (เช่น YOLO)</strong> ร่วมกับระบบเว็บ</li><li>ทำงานร่วมกับทีม AI / Engineering ในการทดสอบระบบและแก้ไขปัญหา</li><li>ช่วยจัดทำเอกสารเทคนิคหรือคู่มือการใช้งานระบบ</li></ul><p><br></p>,https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1135,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),CPF,"Backend, Ai Developer",2,,,On-Site,CPF Center of Engineering Excellence,2026-05-17T17:00:00.000Z,,1,"Bangkok, Data, SQL, Database, AI, RAG","<ol><li>ออกแบบและพัฒนา <strong>AI Agents</strong> สำหรับวิเคราะห์ข้อมูลที่จัดเก็บในฐานข้อมูล <strong>PostgreSQL</strong> เพื่อสนับสนุนการทำงานด้านวิศวกรรมอาหารสำเร็จรูป</li><li>พัฒนา <strong>Back-End Services</strong> สำหรับเชื่อมต่อฐานข้อมูล ประมวลผลข้อมูล และสื่อสารกับระบบ AI</li><li>สร้าง API หรือบริการหลังบ้านสำหรับนำผลการวิเคราะห์ไปใช้งานในระบบต่าง ๆ ของหน่วยงาน</li><li>ทดลองใช้งานและออกแบบระบบที่เกี่ยวกับ</li><li class=""ql-indent-1""><strong>RAG (Retrieval-Augmented Generation)</strong></li><li class=""ql-indent-1""><strong>Vector Database </strong>เพื่อเพิ่มความสามารถในการตอบคำถามและวิเคราะห์ข้อมูล</li><li>ทำงานร่วมกับทีมวิศวกรรมและไอที เพื่อพัฒนาเครื่องมือที่ช่วยยกระดับการวิเคราะห์ข้อมูลจากเครื่องจักร</li><li>จัดทำเอกสารทางเทคนิค รายงานผลการทดสอบระบบ และข้อเสนอแนะการพัฒนาในอนาคต</li></ol>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1137,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),CPF,AI / Machine Learning Engineer (Image Processing),2,,,On-Site,CPF Center of Engineering Excellence,,,3,"AI, AI/ML/DL, AI/ML ","<p><strong>Department:</strong> ศูนย์ซ่อมและพัฒนาเครื่องจักรด้านวิศวกรรมอาหารสำเร็จรูป</p><p><br></p><p><br></p><p><br></p><p><strong>Project Highlight:</strong> พัฒนาระบบ Image Processing ตรวจสอบคุณภาพพริกสด (ต้นแบบ / Prototype)</p><p><br></p><p><br></p><ol><li>วิเคราะห์ภาพถ่ายพริกสดและข้อมูลที่เกี่ยวข้อง เพื่อระบุคุณลักษณะด้านคุณภาพ</li><li>พัฒนาและทดสอบโมเดลด้าน Image Processing / ML / DL เช่น</li><li class=""ql-indent-1"">Image Classification</li><li class=""ql-indent-1"">Object Detection</li><li class=""ql-indent-1"">Segmentation</li><li>เตรียมชุดข้อมูล (Data Preparation) เช่น การ Label, Clean, Augment</li><li>ทดลองสร้าง Prototype ระบบตรวจสอบคุณภาพด้วย Machine Vision</li><li>ทำงานร่วมกับทีมวิศวกรรมเพื่อเชื่อมต่อระบบกับอุปกรณ์จริง (หากมีการทดลองภาคสนาม)</li><li>สรุปผลการทดลองและจัดทำรายงานข้อเสนอแนะเพื่อพัฒนาระบบในอนาคต</li></ol>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1139,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),CPF,AI / Machine Learning Engineer (Image Processing & Computer Vision),1,,,On-Site,CP Tower 2 ฟอร์จูนทาวน์,,,2,"AI, AI/ML/DL, AI/ML ","<p><strong>Department:</strong> AI Machine Development (ด้านกลยุทธ์และบริหารงานวิศวกรรม)</p><p><br></p><p><strong>Project Overview: </strong>พัฒนาระบบ Image Processing ตรวจสอบคุณภาพชิ้นงานต้นแบบ โดยใช้ Computer Vision + Machine Learning</p><p><br></p><ul><li>ออกแบบและพัฒนาโมเดล Image Processing / Computer Vision สำหรับตรวจสอบคุณภาพชิ้นงานหรือวัตถุดิบ</li><li>เขียนโปรแกรมเชื่อมต่อ กล้อง (Camera Interface) และระบบประมวลผลภาพเข้ากับฐานข้อมูลหรือระบบแสดงผล</li><li>ทดสอบและวิเคราะห์ความแม่นยำของโมเดล พร้อมปรับปรุงให้เหมาะสมกับการใช้งานจริงในงานวิศวกรรม</li><li>ช่วยเตรียมข้อมูลภาพ (Data Preparation) เช่น การ Label, Cleaning, Augmentation</li><li>ทำงานร่วมกับทีม AI, ทีมไอที และทีมวิศวกรรมเครื่องจักรเพื่อพัฒนาระบบต้นแบบ</li><li>จัดทำรายงานผลการทดลอง พร้อมสรุป Insight และข้อเสนอแนะการปรับปรุงโมเดล</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1141,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),CPF,Data Analytic,1,,,On-Site,อาคาร ซี. พี. ทาวเวอร์ 2 (ฟอร์จูนทาวน์),,,6,"Data Analyst, machine learning",<ul><li>วิเคราะห์และจัดเตรียมข้อมูลจากกระบวนการผลิต เพื่อใช้ในการพัฒนา <strong>Machine Learning Model</strong> สำหรับระบบควบคุมอัตโนมัติ (APC)</li><li>ออกแบบและพัฒนา <strong>Dashboard / Real-time Data Visualization</strong> เพื่อสนับสนุนการตัดสินใจของทีมปฏิบัติการ</li><li>ทดสอบประสิทธิภาพและความแม่นยำของโมเดล พร้อมปรับปรุงให้เหมาะสมกับการใช้งานจริง</li><li>จัดทำรายงานสรุปผลการวิเคราะห์ พร้อมนำเสนอ Insight หรือข้อเสนอแนะต่อทีมงาน</li></ul>,https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1142,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน),SCG,Mobile Developer & Software Architecture Intern (SCG Cement),1,500.0,บาท/วัน,On-Site,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน) สำนักงานใหญ่ ,,,4,"Software Engineer, Software Developer, Mobile Application ","<p><br></p><p><strong>Job Summary : </strong></p><p><br></p><p>พัฒนา Mobile App ตั่งแต่เริ่มต้นจนเป็น Prototype ได้เรียนรู้วิธีเชื่อมต่อกับระบบ Production จริง , ได้ฝึกการทำงานเป็น Team ร่วมกับ UX/UI และ ได้ Deploy Code จริงผ่าน GITHUB</p><p><br></p><h2><strong>Responsibilities:</strong></h2><h2><br></h2><ul><li>เพิ่ม Capability Mobile Application เพื่อพัฒนาและต่อยอดศักยภาพด้านดิจิทัลขององค์กร</li><li>ร่วมออกแบบและพัฒนาโครงสร้างพื้นฐานของ Mobile Application / Application Architecture เพื่อวางรากฐานให้สามารถขยายและต่อยอดได้ในอนาคตอย่างยั่งยืน</li><li>พัฒนาและเชื่อมต่อระบบกับ Digital Platform ของ GCB ผ่าน API รวมถึงเชื่อมต่อกับ Azure Active Directory (Azure AD) เพื่อเพิ่มความปลอดภัยในการยืนยันตัวตน (Authentication)</li><li>ทำงานร่วมกับทีม UX/UI Designer เพื่อออกแบบและพัฒนา Pilot Application ที่มีประสบการณ์การใช้งาน (User Experience) ที่ดีและตอบโจทย์ผู้ใช้</li></ul><h2><br></h2><h2><strong>Knowledge, Skills, and Tools Required for the Internship : </strong></h2><h2><br></h2><ul><li>React-Native, JavaScript, HTML, CSS, API, JSON, GITHUB, VS Code, Postman, Node JS</li></ul><h2><br></h2><h2><br></h2>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1146,บริษัท ซีพีเอฟ ไอทีเซ็นเตอร์ จำกัด (Axons),"CPF IT CENTER CO., LTD. (Axons)",Data Scientist - Computer Vision,3,300.0,บาท/วัน,Hybrid,สำนักงานใหญ่,2026-05-17T17:00:00.000Z,2026-07-30T17:00:00.000Z,11,"Python, AI, Generative AI, AI/ML/DL, Cloud","<p><strong style=""color: rgb(0, 0, 139);"">Responsibilities:&nbsp;</strong><span style=""color: rgb(0, 0, 139);"">&nbsp;</span></p><ul><li><strong>Design and implement models and AI-powered visual analytics solutions</strong> to address key business challenges, providing stakeholders with accurate forecasts and recommendations.</li><li><strong>Develop, train, and optimize advanced</strong> Machine Learning and Deep Learning models, with a focus on <strong>Computer Vision (CV)</strong> applications such as object detection, image segmentation, tracking, and visual quality inspection.</li><li><strong>Collaborate closely with stakeholders</strong> to identify opportunities for applying Computer Vision technologies to improve operational efficiency and solve complex real-world problems.</li><li><strong>Conduct research on emerging AI and Computer Vision techniques</strong>, including model architectures, transfer learning, and multimodal learning, to continuously improve analytical and modeling capabilities.</li><li><strong>Collaborate with Machine Learning Engineers and Product Teams</strong>&nbsp;to deploy,&nbsp;maintain, and refine AI-driven models and systems.&nbsp;</li><li><strong>Create impactful data visualizations</strong>&nbsp;in partnership with the Business Intelligence team to clearly communicate insights, trends, and recommendations to both technical and non-technical audiences.&nbsp;</li></ul><p>&nbsp;</p><p><strong style=""color: rgb(0, 0, 139);"">Qualifications:</strong><span style=""color: rgb(0, 0, 139);"">&nbsp;</span></p><ul><li>Strong understanding and hands-on experience in the end-to-end data science process, including data cleaning, model development (machine learning or deep learning), validation, and performance testing.&nbsp;</li><li>Strong analytical, problem solving, communication and interpersonal skills&nbsp;</li><li>Good command in English&nbsp;</li><li>Strong coding skills and familiarity with relevant programming languages and tools (Python).&nbsp;</li><li>Adaptable and eager to learn new tools or technologies as needed.&nbsp;</li><li>Experience in following industries is a plus: animal farming and aquaculture, food manufacturing, fresh food supply chain and&nbsp;logistics, fresh food&nbsp;sales&nbsp;and distribution&nbsp;</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1147,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน),SCG,UX/UI Designer  (SCG Cement),1,500.0,บาท/วัน,On-Site,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน) สำนักงานใหญ่ ,,,7,"UX/UI, ux, figma, UI Designer","<p><br></p><h2><strong>Responsibilities:</strong></h2><p><br></p><ul><li>ออกแบบ UX Flow และ Wireframe ด้วยโปรแกรม Figma เพื่อกำหนด&nbsp;user journeys และ application structure.</li><li>สร้าง Component Library และ Template UI ที่สามารถนำไปใช้งานได้จริง เพื่อให้การออกแบบมีมาตรฐานและรองรับการพัฒนาในอนาคต</li><li>ทำงานร่วมกับ Mobile Developer เพื่อ Integrate Design เข้ากับ Application&nbsp;</li></ul><p><br></p><h2><strong>Knowledge, Skills, and Tools Required for the Internship : </strong></h2><h2><br></h2><ul><li>Figma, Icon Lib, UI Kits/ Design Guideline, Canva</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1149,บริษัท ออเรนจ์แคป อินโนเวทีฟ จำกัด,Orange Cap,Software Engineer (Full-Stack / Front-end / Back-end / Flutter),2,320.0,บาท/วัน,On-Site,Orange Cap Innovative,2026-05-03T17:00:00.000Z,2026-07-30T17:00:00.000Z,9,"Software Engineer, JavaScript, Frontend, nodeJS, Flutter, nestJS, expressJS, product development, Back-End, typescript, React",<p><strong>เราคือใคร?</strong></p><p><strong>Orange Cap Innovative</strong> เราเป็น Innovation Studio ที่สร้างสรรค์ Product มากมายในหลากหลายอุตสาหกรรม ทั้งฝั่งของ Tourism / Healthcare / Lifestyle โดยเราทั้งสร้าง Product เป็นของเราเอง In-house มากมายหลายตัว รวมถึงสร้าง Product ให้กับลูกค้าของเราอีกด้วย</p><p><br></p><p>ที่ Orange Cap Innovative เราเชื่อในการ blend รวมกันระหว่าง Tech / Business / Marketing เราเชื่อว่า Product ที่ดีต้องเกิดจากการ blend รวมกันของทั้งสามสิ่งที่เหมาะสม และการเข้าใจใน Business และผู้ใช้งานจริง</p><p><br></p><p>สามารถดูข้อมูลเพิ่มเติมได้ที่: https://oci.ltd/us</p><p><br></p><p><strong>น้องที่พี่ๆ กำลังมองหามาร่วมฝึกงานด้วยกัน</strong></p><p><br></p><ul><li><strong>Look for real impact</strong>: อยากทำงานที่มี Impact และมี User ได้ใช้จริงๆ</li><li><strong>Open-minded</strong>: มี mindset เปิดใจ เปิดกว้าง พร้อมเรียนรู้อะไรใหม่ๆ</li><li><strong>We treat you as a one of us</strong>: เราไม่ได้มองว่า Intern เป็นแค่ Intern แต่มองน้องว่าเป็นเหมือนพนักงานคนนึง ที่ได้มีโอกาสจับงานจริงๆ ได้รับ Feedback จริงๆ เราเชื่อว่าการฝึกงานแบบนี้น้องๆ จะได้ประสบการณ์ที่ใกล้เคียงกับการทำงานจริงที่สุด และสามารถเอาประสบการณ์ไปต่อยอดต่อได้</li><li><strong>Break your own boundaries:</strong> พร้อมเรียนรู้ หาไอเดียหรือลองทำสิ่งใหม่ๆ นอกจากสิ่งที่เราทำเป็นอยู่แล้ว เราเชื่อว่าที่นี่มีพื้นที่สำหรับการเติบโตของน้องๆ อยู่</li><li><strong>Love to discuss</strong>: ที่นี่เราชอบการ Discuss ชอบการพูดคุยถกเถียงกัน เราเชื่อว่าการได้ถกเถียงในเรื่องๆ นึงสามารถสร้างองค์ความรู้ได้หลากหลายขแนง และเรานำไปต่อยอดได้เองอีกแม้เรื่องนั้นจะไม่เคยได้ยินหรือรู้จักมาก่อนเลย</li></ul><p><br></p><p>หากน้องๆ สนใจในตำแหน่งต่อไปนี้ สามารถส่งใบสมัครเข้ามาได้เลยนะครับ สามารถเลือกได้ความสนใจของน้องๆ เลย</p><p><br></p><p><strong>ตำแหน่ง Front-end</strong></p><p><br></p><ul><li>พัฒนาหน้าเว็บไซต์ ด้วย HTML/CSS ตาม UI ที่ออกแบบจากทีม Designer</li><li>พัฒนา Web Application โดยใช้ React</li><li>มีส่วนร่วมในการพูดคุยกับทีม Tech ในโปรเจคที่ได้รับมอบหมาย ทั้งการรับ Requirement ร่วมกันกับพี่ๆ Senior รวมถึง Discuss ร่วมกันกับทีม</li></ul><p><br></p><p><strong>ตำแหน่ง Back-end</strong></p><p><br></p><ul><li>พัฒนาระบบ REST API หลังบ้าน โดยใช้ Nest.js / Node.js</li><li>เขียนระบบเชื่อมต่อกับ Database MongoDB</li><li>มีส่วนร่วมในการพูดคุยกับทีม Tech ในโปรเจคที่ได้รับมอบหมาย ทั้งการรับ Requirement ร่วมกันกับพี่ๆ Senior รวมถึง Discuss ร่วมกันกับทีม</li></ul><p><br></p><p><strong>ตำแหน่ง Full-stack</strong></p><ul><li>Full-stack = Front-end + Back-end ได้ทำทั้งหน้าบ้าน และหลังบ้าน</li></ul><p><br></p><p><strong>ตำแหน่ง Flutter</strong></p><ul><li>พัฒนา Mobile Application แบบ Cross-Platform ทั้ง iOS / Android โดยใช้ Flutter ตาม UI ที่ออกแบบจากทีม Designer</li><li>มีส่วนร่วมในการพูดคุยกับทีม Tech ในโปรเจคที่ได้รับมอบหมาย ทั้งการรับ Requirement ร่วมกันกับพี่ๆ Senior รวมถึง Discuss ร่วมกันกับทีม</li></ul>,https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1153,บริษัท ซีพีเอฟ ไอทีเซ็นเตอร์ จำกัด (Axons),"CPF IT CENTER CO., LTD. (Axons)",Data Scientist - NLP,4,300.0,บาท/วัน,Hybrid,สำนักงานใหญ่,2026-05-17T17:00:00.000Z,2026-07-30T17:00:00.000Z,7,"Python, AI, Generative AI, AI/ML/DL, Cloud, LLM","<p><strong style=""color: rgb(0, 0, 139);"">Responsibilities:&nbsp;</strong><span style=""color: rgb(0, 0, 139);"">&nbsp;</span></p><ul><li>Conduct&nbsp;<strong>in-depth Exploratory Data Analysis (EDA)</strong>&nbsp;and statistical evaluations on large and complex datasets to&nbsp;identify&nbsp;trends, patterns, and actionable insights that drive data-informed business decisions.&nbsp;</li><li><strong>Design and implement predictive models</strong>&nbsp;to address key business challenges, providing stakeholders with&nbsp;accurate&nbsp;forecasts and actionable recommendations.&nbsp;</li><li><strong>Develop, fine-tune, and apply advanced</strong> Machine Learning and Deep Learning models with a focus on <strong>Natural Language Processing</strong> (NLP) and Large Language Models (LLMs) — including applications such as text classification, sentiment analysis, summarization, topic modeling, and information extraction.</li><li><strong>Work closely with business and technical stakeholders</strong> to identify opportunities for applying NLP technologies to enhance productivity, optimize operations, and solve complex business problems.</li><li><strong>Research and experiment with emerging AI and NLP methodologie</strong>s, such as transformer-based architectures, generative AI, and prompt engineering, to continuously improve model performance and analytical frameworks.</li><li><strong>Collaborate with Machine Learning Engineers and Product Teams</strong>&nbsp;to deploy,&nbsp;maintain, and refine AI-driven models and systems.&nbsp;</li><li><strong>Create impactful data visualizations</strong>&nbsp;in partnership with the Business Intelligence team to clearly communicate insights, trends, and recommendations to both technical and non-technical audiences.&nbsp;</li></ul><p><br></p><p>&nbsp;</p><p><strong style=""color: rgb(0, 0, 139);"">Qualifications:</strong><span style=""color: rgb(0, 0, 139);"">&nbsp;</span></p><ul><li>Strong understanding and hands-on experience in the end-to-end data science process, including data cleaning, model development (machine learning or deep learning), validation, and performance testing.&nbsp;</li><li>Strong analytical, problem solving, communication and interpersonal skills&nbsp;</li><li>Good command in English&nbsp;</li><li>Strong coding skills and familiarity with relevant programming languages and tools (Python,&nbsp;SQL).&nbsp;</li><li>Adaptable and eager to learn new tools or technologies as needed.&nbsp;</li><li>Experience in following industries is a plus: animal farming and aquaculture, food manufacturing, fresh food supply chain and&nbsp;logistics, fresh food&nbsp;sales&nbsp;and distribution&nbsp;</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1161,บริษัท เนชั่นแนล ไอทีเอ็มเอ๊กซ์ จำกัด,NITMX,Innovation & Research Development,1,400.0,บาท/วัน,Hybrid,สำนักงานใหญ่,,,7,"Data Analyst, Data Engineer, data model, AI/ML/DL, Data Science","<p>We are seeking a talented and motivated professional to join our Innovation &amp; Research Development Team. The successful candidate will have opportunity in developing account embedding techniques for PromptPay transactions and verifying their performance. This is an exciting opportunity to work on cutting-edge projects in a collaborative and fast-paced environment.</p><p>&nbsp;</p><p><strong>Focus:</strong></p><p>""What is PromptPay account embedding, how to develop embedding and how can it be verified?""</p><p>Their approach to designing and validating embeddings for real-world data.</p><p><br></p><p><strong>Build smart data systems</strong> – help design and develop a centralized data platform that connects and analyzes information across multiple sources.</p><p><strong>Engineer and organize data</strong> – clean, transform, and integrate datasets to make them ready for advanced analytics and AI applications.</p><p><strong>Research and model with AI/ML</strong> – explore algorithms, create prototypes, and test models that can detect anomalies or prevent fraudulent activities.</p><p><strong>Innovate and collaborate</strong> – work alongside data scientists, engineers, and innovation leads to bring fresh ideas that enhance system intelligence and business insight.</p>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1163,บริษัท เนชั่นแนล ไอทีเอ็มเอ๊กซ์ จำกัด,NITMX,FullStack,1,400.0,บาท/วัน,Hybrid,บริษัท เนชั่นแนล ไอทีเอ็มเอ๊กซ์ จำกัด,,,4,"Frontend, Backend, FullStack","<p><strong><u>Job Descriptions:</u></strong></p><ul><li>Develops, enhances, debugs, supports, maintains and tests software applications that support.</li><li><span style=""color: black;"">Collaborating with peers, reviewing change and enhancement requests.</span></li><li><span style=""color: black;"">Evaluating potential changes and enhancements for objectives, scope and impact.</span></li><li><span style=""color: black;"">Creating and performing unit tests, as well as resolving and retesting any defects identified.</span></li></ul><p><br></p><p><strong style=""color: black;""><u>Qualifications:</u></strong></p><ul><li><span style=""color: black;"">Experience the coding skill and be passionate about experimenting with new technologies.</span></li><li>Critical thinker and problem-solving skills.</li><li>Team player.</li><li><span style=""color: black;"">Proficiency in one of the following languages: </span><span style=""color: rgb(51, 51, 51);"">Front-end : React&nbsp;Back-end : Java, Kotlin, Golang, Python</span></li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1165,บริษัท วิสัย เอไอ จำกัด,VISAI,Data Scientist (NLP),1,,บาท/วัน,Hybrid,กรุงเทพ,,,6,"AI, Data Science, NLP","<h1>Data Scientist (NLP)</h1><h2>Responsibilities</h2><ul><li>Deploy and host LLM, VLM services locally</li><li>Design and develop pipeline for extracting textual data from PDF files including texts, tables, figures, etc.</li><li>Design experimental framework on document extraction - benchmarking, evaluation, and error analysis</li><li>Design and developed LLM reference citation module to link document components and extract relevant key information</li><li>Deploy document extraction pipeline at scale and conduct load test</li><li>Work with product team to discuss requirements and constraint</li></ul><h2>Qualifications</h2><ul><li>Strong Python skills; comfortable with notebooks and production scripts.</li><li>Familiarity with NLP fundamentals (tokenization, embeddings, sequence models, evaluation).</li><li>Familiar with Docker, Git</li><li>Can comfortably research on recent papers with minimum supervision</li><li>Any experiences in usage of LLM, VLM is a plus, experiences on deployment stack such as vLLM, Llama.ccp is a plus</li><li>Exposure to projects related to document layout analysis, OCR is a strong plus</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
1166,บริษัท วิสัย เอไอ จำกัด,VISAI,NLP Researcher,1,,,Hybrid,กรุงเทพ,,,6,"data science, AI, NLP","<h1>NLP Researcher</h1><h2>Responsibilities</h2><ul><li>Prepare and curate legal data online via web scraping</li><li>Develop tokenizer that is efficient on Thai language - tailored for legal domain.</li><li>Curate synthetic data using LLMs - conduct literature review for adjacent synthetic data works, designed a pipeline for synthetic data with quality control.</li><li>Implement a baseline for named entity extraction + relation extraction via LLMs based on the literature reviewed papers.</li></ul><h2>Qualifications</h2><ul><li>Strong Python skills; comfortable with notebooks and production scripts.</li><li>Familiarity with NLP fundamentals (tokenization, embeddings, sequence models, evaluation).</li><li>Familiar with Docker, Git</li><li>Can comfortably research on recent papers with minimum supervision</li><li>Taking Pattern Recognition/NLP either via youtube or offline course is a plus. Can finish the aforementioned homework by themselves is also a strong plus.</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings?search=&page=2&limit=20&onlyBookmarked=false&onlyAvailablePositions=false
